num,time,x_data,y_data,z_data,name
1066,1615480247193,6.412,1.122,0.183,accelerometer
1067,1615480247208,4.878,1.722,-0.699,accelerometer
1068,1615480247232,4.461,2.193,-0.377,accelerometer
1069,1615480247250,5.541,2.116,0.447,accelerometer
1070,1615480247266,7.228,1.568,1.28,accelerometer
1071,1615480247288,8.754,1.168,1.263,accelerometer
1072,1615480247304,9.827,1.09,0.941,accelerometer
1073,1615480247326,10.518,1.899,0.801,accelerometer
1074,1615480247347,10.673,3.229,0.173,accelerometer
1075,1615480247360,10.6,4.39,-0.985,accelerometer
1076,1615480247385,10.717,4.994,-2.037,accelerometer
1077,1615480247399,11.294,4.519,-2.34,accelerometer
1078,1615480247418,10.548,3.689,-1.439,accelerometer
1079,1615480247436,10.318,2.808,-0.45,accelerometer
1080,1615480247459,10.868,2.722,0.735,accelerometer
1081,1615480247475,11.378,2.894,0.492,accelerometer
1082,1615480247497,13.314,3.471,-0.261,accelerometer
1083,1615480247514,15.661,4.347,-0.48,accelerometer
1084,1615480247532,16.249,5.033,-0.546,accelerometer
1085,1615480247554,15.93,5.243,-0.163,accelerometer
1086,1615480247570,13.212,5.008,-0.349,accelerometer
1087,1615480247589,8.93,4.265,-0.747,accelerometer
1088,1615480247611,6.653,3.48,-1.123,accelerometer
1089,1615480247626,6.672,3.053,-0.044,accelerometer
1090,1615480247646,8.459,2.593,1.498,accelerometer
1091,1615480247665,9.984,2.497,2.072,accelerometer
1092,1615480247684,9.87,2.483,2.097,accelerometer
1093,1615480247707,8.739,2.529,1.594,accelerometer
1094,1615480247722,7.394,2.578,1.049,accelerometer
1095,1615480247742,6.671,2.718,0.698,accelerometer
1096,1615480247764,6.765,2.883,0.581,accelerometer
1097,1615480247783,6.703,3.025,1.016,accelerometer
1098,1615480247803,6.924,2.789,1.537,accelerometer
1099,1615480247819,7.272,2.575,1.778,accelerometer
1100,1615480247841,7.503,2.389,2.149,accelerometer
1101,1615480247859,8.42,2.251,2.106,accelerometer
1102,1615480247877,8.859,2.564,2.274,accelerometer
1103,1615480247895,8.772,2.684,1.962,accelerometer
1104,1615480247915,8.931,2.926,1.839,accelerometer
1105,1615480247932,8.948,3.057,1.19,accelerometer
1106,1615480247951,9.085,3.0,0.528,accelerometer
1107,1615480247970,9.943,2.955,-0.206,accelerometer
1108,1615480247990,10.366,3.271,-0.748,accelerometer
1109,1615480248008,9.218,3.803,-1.101,accelerometer
1110,1615480248026,7.688,3.881,-1.489,accelerometer
1111,1615480248045,8.859,3.452,-1.366,accelerometer
1112,1615480248068,11.015,3.042,-0.223,accelerometer
1113,1615480248083,12.714,2.71,0.348,accelerometer
1114,1615480248102,13.293,2.736,0.797,accelerometer
1115,1615480248123,12.998,3.077,1.921,accelerometer
1116,1615480248143,12.435,3.561,2.321,accelerometer
1117,1615480248162,12.105,3.86,1.915,accelerometer
1118,1615480248181,12.214,3.769,1.758,accelerometer
1119,1615480248201,12.004,3.383,1.781,accelerometer
1120,1615480248219,11.109,2.841,1.122,accelerometer
1121,1615480248237,10.128,2.459,0.45,accelerometer
1122,1615480248254,8.737,2.377,0.118,accelerometer
1123,1615480248274,7.203,2.518,-0.227,accelerometer
1124,1615480248293,5.882,2.656,-0.461,accelerometer
1125,1615480248310,5.141,2.708,-0.556,accelerometer
1126,1615480248333,5.104,2.626,-0.224,accelerometer
1127,1615480248353,4.951,2.381,0.772,accelerometer
1128,1615480248370,5.0,1.84,1.741,accelerometer
1129,1615480248389,5.308,1.425,2.331,accelerometer
1130,1615480248410,5.935,1.392,2.512,accelerometer
1131,1615480248426,6.397,1.76,2.508,accelerometer
1132,1615480248446,6.802,2.255,2.43,accelerometer
1133,1615480248463,6.935,2.725,2.381,accelerometer
1134,1615480248482,7.411,2.734,3.052,accelerometer
1135,1615480248504,8.016,2.488,3.284,accelerometer
1136,1615480248524,8.969,2.517,2.822,accelerometer
1137,1615480248542,9.339,3.173,2.69,accelerometer
1138,1615480248561,9.423,3.901,2.294,accelerometer
1139,1615480248579,9.821,4.487,1.754,accelerometer
1140,1615480248599,10.619,4.966,1.22,accelerometer
1141,1615480248618,11.071,5.442,1.627,accelerometer
1142,1615480248634,11.602,5.238,2.386,accelerometer
1143,1615480248654,13.43,5.319,3.471,accelerometer
1144,1615480248676,14.495,6.535,4.018,accelerometer
1145,1615480248695,14.428,6.895,2.863,accelerometer
1146,1615480248713,13.127,6.033,1.728,accelerometer
1147,1615480248732,10.986,4.765,1.38,accelerometer
1148,1615480248748,8.675,4.018,0.979,accelerometer
1149,1615480248767,7.085,3.847,0.863,accelerometer
1150,1615480248787,7.883,3.988,1.844,accelerometer
1151,1615480248806,9.403,4.239,2.952,accelerometer
1152,1615480248828,10.397,3.976,3.222,accelerometer
1153,1615480248846,10.694,3.653,3.032,accelerometer
1154,1615480248866,10.035,3.878,2.484,accelerometer
1155,1615480248880,8.879,4.012,1.195,accelerometer
1156,1615480248903,7.734,3.93,0.257,accelerometer
1157,1615480248919,6.619,3.712,-0.156,accelerometer
1158,1615480248939,6.02,3.243,-0.169,accelerometer
1159,1615480248960,5.914,2.913,0.156,accelerometer
1160,1615480248981,6.277,2.699,0.435,accelerometer
1161,1615480248998,6.419,2.681,0.459,accelerometer
1162,1615480249016,6.434,2.652,0.392,accelerometer
1163,1615480249033,6.159,2.737,0.531,accelerometer
1164,1615480249055,6.159,2.711,0.79,accelerometer
1165,1615480249070,6.667,2.731,1.068,accelerometer
1166,1615480249090,6.923,2.826,1.45,accelerometer
1167,1615480249110,6.989,2.894,1.588,accelerometer
1168,1615480249134,7.522,2.849,1.554,accelerometer
1169,1615480249147,8.911,2.953,1.225,accelerometer
1170,1615480249170,9.809,3.678,-0.032,accelerometer
1171,1615480249188,10.263,4.342,-0.907,accelerometer
1172,1615480249206,9.533,4.707,-1.563,accelerometer
1173,1615480249226,9.46,4.07,-2.616,accelerometer
1174,1615480249241,10.637,3.672,-2.206,accelerometer
1175,1615480249264,11.336,3.762,-0.596,accelerometer
1176,1615480249284,12.479,3.647,0.645,accelerometer
1177,1615480249303,12.976,3.9,1.098,accelerometer
1178,1615480249320,12.313,4.095,0.531,accelerometer
1179,1615480249336,11.454,3.999,-0.153,accelerometer
1180,1615480249358,11.525,3.491,0.366,accelerometer
1181,1615480249377,12.249,2.785,1.053,accelerometer
1182,1615480249393,12.042,2.494,0.994,accelerometer
1183,1615480249415,11.134,2.504,0.094,accelerometer
1184,1615480249434,9.943,2.747,-0.723,accelerometer
1185,1615480249451,8.526,3.0,-1.279,accelerometer
1186,1615480249470,7.338,3.141,-1.687,accelerometer
1187,1615480249489,6.713,2.936,-1.478,accelerometer
1188,1615480249509,6.647,2.541,-0.576,accelerometer
1189,1615480249527,6.784,2.231,0.329,accelerometer
1190,1615480249546,6.982,1.921,1.076,accelerometer
1191,1615480249570,7.121,1.882,1.45,accelerometer
1192,1615480249584,6.948,1.935,1.104,accelerometer
1193,1615480249608,6.961,2.011,0.504,accelerometer
1194,1615480249623,7.206,2.203,0.194,accelerometer
1195,1615480249642,7.461,2.313,0.063,accelerometer
1196,1615480249662,7.813,2.3,0.01,accelerometer
1197,1615480249685,8.244,2.331,0.066,accelerometer
1198,1615480249699,8.651,2.567,0.13,accelerometer
1199,1615480249719,8.944,2.697,0.163,accelerometer
1200,1615480249735,9.633,2.701,0.243,accelerometer
1201,1615480249755,10.215,2.919,0.331,accelerometer
1202,1615480249774,10.984,2.976,0.42,accelerometer
1203,1615480249793,11.823,3.132,0.388,accelerometer
1204,1615480249813,12.733,3.218,-0.065,accelerometer
1205,1615480249831,12.707,3.438,0.057,accelerometer
1206,1615480249849,12.644,3.581,0.257,accelerometer
1207,1615480249872,12.728,3.343,0.614,accelerometer
1208,1615480249889,13.065,2.958,1.342,accelerometer
1209,1615480249905,12.869,2.732,2.204,accelerometer
1210,1615480249924,11.716,2.142,2.812,accelerometer
1211,1615480249942,10.006,1.666,3.074,accelerometer
1212,1615480249963,10.047,1.353,3.014,accelerometer
1213,1615480249981,10.764,1.379,2.898,accelerometer
1214,1615480250002,10.809,1.488,2.297,accelerometer
1215,1615480250021,10.172,1.89,0.98,accelerometer
1216,1615480250040,9.365,2.303,-0.045,accelerometer
1217,1615480250059,8.465,2.508,-0.464,accelerometer
1218,1615480250077,7.948,2.452,-0.549,accelerometer
1219,1615480250098,7.521,2.424,-0.24,accelerometer
1220,1615480250116,7.186,2.38,0.379,accelerometer
1221,1615480250136,7.312,2.231,1.139,accelerometer
1222,1615480250155,7.3,2.161,1.801,accelerometer
1223,1615480250172,7.22,2.006,1.933,accelerometer
1224,1615480250192,7.186,2.075,1.702,accelerometer
1225,1615480250211,7.065,2.184,1.303,accelerometer
1226,1615480250228,7.059,2.261,0.884,accelerometer
1227,1615480250248,6.987,2.344,0.61,accelerometer
1228,1615480250267,7.135,2.247,0.367,accelerometer
1229,1615480250286,7.168,2.24,0.041,accelerometer
1230,1615480250305,7.248,2.21,-0.098,accelerometer
1231,1615480250324,7.681,2.064,-0.261,accelerometer
1232,1615480250342,8.753,2.067,-0.541,accelerometer
1233,1615480250363,9.899,2.337,-0.781,accelerometer
1234,1615480250382,9.93,2.57,-0.888,accelerometer
1235,1615480250399,10.668,2.367,-0.657,accelerometer
1236,1615480250422,12.477,2.477,-0.143,accelerometer
1237,1615480250439,14.067,2.675,0.38,accelerometer
1238,1615480250459,15.346,2.904,0.313,accelerometer
1239,1615480250476,15.333,3.528,0.618,accelerometer
1240,1615480250495,14.868,3.51,0.955,accelerometer
1241,1615480250515,14.76,2.975,1.743,accelerometer
1242,1615480250534,14.486,2.392,2.498,accelerometer
1243,1615480250552,13.306,2.014,2.307,accelerometer
1244,1615480250572,11.392,1.947,1.289,accelerometer
1245,1615480250589,9.576,1.963,0.035,accelerometer
1246,1615480250611,8.093,2.069,-0.516,accelerometer
1247,1615480250628,6.888,2.025,-0.494,accelerometer
1248,1615480250649,5.873,1.976,-0.497,accelerometer
1249,1615480250666,5.354,2.07,-0.828,accelerometer
1250,1615480250686,5.508,2.334,-1.1,accelerometer
1251,1615480250703,6.044,2.375,-1.105,accelerometer
1252,1615480250724,6.283,2.322,-0.362,accelerometer
1253,1615480250743,6.666,2.021,0.351,accelerometer
1254,1615480250762,7.111,1.721,0.972,accelerometer
1255,1615480250780,7.427,1.543,1.563,accelerometer
1256,1615480250800,7.481,1.353,1.46,accelerometer
1257,1615480250817,7.05,1.599,1.113,accelerometer
1258,1615480250836,6.744,1.87,0.827,accelerometer
1259,1615480250856,6.805,1.95,0.73,accelerometer
1260,1615480250875,7.408,2.04,0.872,accelerometer
1261,1615480250893,8.462,2.134,1.177,accelerometer
1262,1615480250912,10.382,2.258,1.138,accelerometer
1263,1615480250932,12.785,2.714,0.808,accelerometer
1264,1615480250950,14.475,3.259,0.771,accelerometer
1265,1615480250969,13.953,3.91,0.559,accelerometer
1266,1615480250989,12.626,4.072,-0.102,accelerometer
1267,1615480251007,12.465,4.01,-0.083,accelerometer
1268,1615480251025,13.588,3.734,0.24,accelerometer
1269,1615480251045,14.505,3.702,0.383,accelerometer
1270,1615480251064,12.954,3.108,1.245,accelerometer
1271,1615480251083,9.829,1.793,2.636,accelerometer
1272,1615480251101,8.173,0.691,3.447,accelerometer
1273,1615480251121,8.509,0.2,3.648,accelerometer
1274,1615480251142,10.042,0.252,3.645,accelerometer
1275,1615480251160,10.922,0.582,3.4,accelerometer
1276,1615480251177,10.347,1.075,2.657,accelerometer
1277,1615480251197,9.556,1.257,1.774,accelerometer
1278,1615480251216,8.866,1.284,0.926,accelerometer
1279,1615480251234,8.038,1.451,0.441,accelerometer
1280,1615480251254,7.325,1.57,0.364,accelerometer
1281,1615480251275,6.632,1.596,0.523,accelerometer
1282,1615480251292,6.129,1.646,0.543,accelerometer
1283,1615480251311,5.739,1.689,0.374,accelerometer
1284,1615480251330,5.392,1.706,0.308,accelerometer
1285,1615480251348,5.151,1.697,0.452,accelerometer
1286,1615480251368,6.267,1.617,0.965,accelerometer
1287,1615480251389,7.32,1.867,1.239,accelerometer
1288,1615480251406,7.755,2.07,1.408,accelerometer
1289,1615480251428,8.1,2.195,1.354,accelerometer
1290,1615480251448,8.678,2.295,1.05,accelerometer
1291,1615480251467,9.836,2.317,0.721,accelerometer
1292,1615480251487,11.146,2.313,0.541,accelerometer
1293,1615480251503,12.864,2.243,0.142,accelerometer
1294,1615480251524,13.22,2.693,-0.204,accelerometer
1295,1615480251543,12.646,2.598,-0.452,accelerometer
1296,1615480251558,13.579,2.329,-0.196,accelerometer
1297,1615480251581,14.684,2.565,-0.085,accelerometer
1298,1615480251601,15.433,2.648,-0.212,accelerometer
1299,1615480251615,15.716,2.777,-0.286,accelerometer
1300,1615480251634,14.801,2.704,0.057,accelerometer
1301,1615480251654,13.387,2.185,0.788,accelerometer
1302,1615480251674,12.587,1.529,1.613,accelerometer
1303,1615480251695,11.761,0.994,1.778,accelerometer
1304,1615480251710,10.385,0.741,1.399,accelerometer
1305,1615480251733,9.003,0.778,1.041,accelerometer
1306,1615480251752,7.776,0.986,0.671,accelerometer
1307,1615480251770,6.315,1.318,-0.054,accelerometer
1308,1615480251791,4.853,1.653,-1.048,accelerometer
1309,1615480251805,4.215,1.85,-1.433,accelerometer
1310,1615480251827,4.306,1.823,-1.37,accelerometer
1311,1615480251843,4.576,1.96,-1.031,accelerometer
1312,1615480251864,4.396,1.931,-0.935,accelerometer
1313,1615480251881,4.799,1.528,-0.102,accelerometer
1314,1615480251901,5.468,1.394,1.506,accelerometer
1315,1615480251919,6.301,1.44,2.861,accelerometer
1316,1615480251940,7.497,1.622,3.428,accelerometer
1317,1615480251957,8.838,1.875,3.84,accelerometer
1318,1615480251976,9.374,2.696,3.946,accelerometer
1319,1615480251997,9.331,3.155,3.352,accelerometer
1320,1615480252015,9.217,2.49,3.292,accelerometer
1321,1615480252034,8.469,2.812,3.184,accelerometer
1322,1615480252053,9.263,2.892,4.174,accelerometer
1323,1615480252071,11.128,2.821,6.254,accelerometer
1324,1615480252092,12.647,3.163,7.572,accelerometer
1325,1615480252110,12.274,3.424,7.225,accelerometer
1326,1615480252129,11.538,3.91,6.252,accelerometer
1327,1615480252152,11.62,4.165,5.539,accelerometer
1328,1615480252167,12.335,3.35,6.304,accelerometer
1329,1615480252188,11.725,2.233,8.087,accelerometer
1330,1615480252206,9.392,1.553,8.828,accelerometer
1331,1615480252223,7.247,1.327,8.267,accelerometer
1332,1615480252246,6.985,1.289,7.856,accelerometer
1333,1615480252263,7.577,1.356,7.575,accelerometer
1334,1615480252286,8.112,1.4,6.802,accelerometer
1335,1615480252300,8.439,1.29,6.073,accelerometer
1336,1615480252320,8.23,1.243,5.715,accelerometer
1337,1615480252341,7.199,1.32,5.384,accelerometer
1338,1615480252359,6.447,1.327,4.623,accelerometer
1339,1615480252378,5.643,1.413,4.0,accelerometer
1340,1615480252396,4.864,1.396,3.565,accelerometer
1341,1615480252416,4.217,1.48,3.296,accelerometer
1342,1615480252433,4.041,1.577,3.136,accelerometer
1343,1615480252451,3.983,1.596,2.624,accelerometer
1344,1615480252471,4.218,1.738,1.993,accelerometer
1345,1615480252490,5.565,1.809,1.655,accelerometer
1346,1615480252510,6.367,1.891,2.367,accelerometer
1347,1615480252527,6.567,2.142,3.242,accelerometer
1348,1615480252546,6.529,2.176,3.41,accelerometer
1349,1615480252570,6.846,2.264,3.931,accelerometer
1350,1615480252586,7.713,2.204,4.669,accelerometer
1351,1615480252608,9.182,2.04,5.575,accelerometer
1352,1615480252624,10.619,1.953,6.672,accelerometer
1353,1615480252645,10.563,1.909,7.095,accelerometer
1354,1615480252660,9.577,1.786,7.193,accelerometer
1355,1615480252679,9.419,2.015,7.474,accelerometer
1356,1615480252702,10.149,2.1,7.515,accelerometer
1357,1615480252721,11.76,2.268,8.792,accelerometer
1358,1615480252735,12.214,2.284,10.844,accelerometer
1359,1615480252755,10.222,2.152,11.573,accelerometer
1360,1615480252776,8.648,2.0,11.568,accelerometer
1361,1615480252795,7.979,1.643,10.22,accelerometer
1362,1615480252814,7.29,1.585,9.367,accelerometer
1363,1615480252831,6.843,1.615,9.363,accelerometer
1364,1615480252852,6.526,1.397,9.021,accelerometer
1365,1615480252868,5.956,1.152,8.051,accelerometer
1366,1615480252890,4.791,1.461,5.617,accelerometer
1367,1615480252912,4.183,1.582,3.136,accelerometer
1368,1615480252926,4.197,1.354,1.973,accelerometer
1369,1615480252945,3.668,1.583,1.976,accelerometer
1370,1615480252963,3.224,1.513,2.875,accelerometer
1371,1615480252983,2.939,1.271,4.187,accelerometer
1372,1615480253002,2.38,1.282,5.148,accelerometer
1373,1615480253021,2.241,1.117,5.87,accelerometer
1374,1615480253041,2.61,1.245,5.666,accelerometer
1375,1615480253059,3.149,1.579,5.968,accelerometer
1376,1615480253078,3.637,1.837,6.982,accelerometer
1377,1615480253099,4.009,1.99,7.954,accelerometer
1378,1615480253118,4.338,1.966,8.793,accelerometer
1379,1615480253135,4.066,1.707,9.602,accelerometer
1380,1615480253155,3.48,1.618,10.659,accelerometer
1381,1615480253175,2.783,1.885,12.274,accelerometer
1382,1615480253196,2.955,2.21,13.997,accelerometer
1383,1615480253213,3.871,1.945,13.082,accelerometer
1384,1615480253230,4.177,1.909,11.533,accelerometer
1385,1615480253253,4.018,2.54,10.418,accelerometer
1386,1615480253272,4.778,2.813,9.723,accelerometer
1387,1615480253290,5.244,2.327,10.356,accelerometer
1388,1615480253306,4.773,1.42,11.091,accelerometer
1389,1615480253329,3.878,0.775,11.694,accelerometer
1390,1615480253347,3.273,0.623,13.058,accelerometer
1391,1615480253366,3.52,0.781,13.671,accelerometer
1392,1615480253383,4.487,0.954,13.24,accelerometer
1393,1615480253402,5.287,0.998,12.38,accelerometer
1394,1615480253420,5.448,1.228,10.492,accelerometer
1395,1615480253442,4.468,1.403,7.839,accelerometer
1396,1615480253462,3.813,1.383,4.895,accelerometer
1397,1615480253476,3.854,1.069,2.783,accelerometer
1398,1615480253500,3.874,1.401,2.166,accelerometer
1399,1615480253515,3.815,1.871,2.755,accelerometer
1400,1615480253533,4.115,1.711,2.723,accelerometer
1401,1615480253552,3.885,1.338,2.526,accelerometer
1402,1615480253572,2.758,1.071,2.645,accelerometer
1403,1615480253589,2.381,1.234,2.97,accelerometer
1404,1615480253608,3.878,1.655,2.46,accelerometer
1405,1615480253630,6.543,1.415,2.655,accelerometer
1406,1615480253648,9.293,1.23,3.141,accelerometer
1407,1615480253670,10.531,0.264,3.697,accelerometer
1408,1615480253684,8.734,0.775,6.644,accelerometer
1409,1615480253707,6.893,0.691,6.893,accelerometer
1410,1615480253723,7.205,0.416,7.811,accelerometer
1411,1615480253741,10.962,0.75,9.918,accelerometer
1412,1615480253762,14.862,0.172,9.303,accelerometer
1413,1615480253779,13.567,0.471,5.891,accelerometer
1414,1615480253798,11.824,1.214,5.589,accelerometer
1415,1615480253817,10.363,1.783,6.367,accelerometer
1416,1615480253836,12.622,1.894,6.799,accelerometer
1417,1615480253855,15.564,1.748,5.184,accelerometer
1418,1615480253875,15.465,0.799,4.201,accelerometer
1419,1615480253893,11.696,0.891,4.662,accelerometer
1420,1615480253912,10.57,-0.221,4.546,accelerometer
1421,1615480253932,10.749,0.041,4.63,accelerometer
1422,1615480253950,10.301,0.406,3.168,accelerometer
1423,1615480253970,9.656,0.459,1.111,accelerometer
1424,1615480253989,7.859,0.293,1.628,accelerometer
1425,1615480254008,5.324,0.424,1.813,accelerometer
1426,1615480254027,4.73,0.251,0.982,accelerometer
1427,1615480254045,5.337,0.311,0.433,accelerometer
1428,1615480254065,5.608,0.677,-0.166,accelerometer
1429,1615480254087,5.503,0.548,-0.75,accelerometer
1430,1615480254105,6.205,0.223,-0.407,accelerometer
1431,1615480254122,6.858,0.336,-0.404,accelerometer
1432,1615480254142,7.652,0.495,0.451,accelerometer
1433,1615480254165,7.871,0.767,2.055,accelerometer
1434,1615480254183,8.187,0.789,3.791,accelerometer
1435,1615480254202,8.721,1.111,3.945,accelerometer
1436,1615480254223,7.603,1.224,2.938,accelerometer
1437,1615480254238,6.636,1.387,1.566,accelerometer
1438,1615480254259,6.285,1.691,0.676,accelerometer
1439,1615480254279,7.063,1.933,1.392,accelerometer
1440,1615480254293,8.622,2.061,2.975,accelerometer
1441,1615480254316,10.696,1.991,5.002,accelerometer
1442,1615480254332,13.0,2.086,6.316,accelerometer
1443,1615480254351,12.572,2.647,6.12,accelerometer
1444,1615480254369,12.198,3.239,6.153,accelerometer
1445,1615480254391,12.644,3.419,6.907,accelerometer
1446,1615480254408,12.636,3.766,9.125,accelerometer
1447,1615480254431,11.188,3.537,10.358,accelerometer
1448,1615480254446,8.975,1.991,9.202,accelerometer
1449,1615480254468,8.057,1.481,11.119,accelerometer
1450,1615480254487,9.011,1.772,11.8,accelerometer
1451,1615480254502,10.439,1.513,10.663,accelerometer
1452,1615480254522,11.481,1.247,8.462,accelerometer
1453,1615480254544,11.565,1.087,6.387,accelerometer
1454,1615480254563,9.954,0.934,4.65,accelerometer
1455,1615480254583,8.362,0.809,3.33,accelerometer
1456,1615480254597,7.545,0.766,2.713,accelerometer
